id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,24000,24000,24000, 36 months,15.02,832.21,C,C3,MAINTENANCE PLANNER ,3 years,OWN,105000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,711xx,LA,22.14,0,Dec-04,0,,,11,0,26552,61.2,49,w,22929.72,22929.72,1634.38,1634.38,1070.28,564.1,0,0,0,Feb-19,832.21,Mar-19,Feb-19,0,,1,Individual,,,,0,0,350585,2,2,5,9,5,66595,92,2,4,6618,71,43400,3,4,4,13,31871,7774,65.4,0,0,90,168,1,1,1,16,,8,,0,4,7,4,14,29,8,19,7,11,0,0,0,7,100,50,0,0,391084,93147,22500,73252,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,14000,14000,14000, 36 months,16.14,493.17,C,C4,,n/a,MORTGAGE,77479,Not Verified,Dec-18,Current,n,,,other,Other,315xx,GA,23.65,0,Mar-05,0,38,,6,0,8147,101.8,21,w,13386.16,13386.16,967.51,967.51,613.84,353.67,0,0,0,Feb-19,493.17,Mar-19,Feb-19,0,,1,Individual,,,,0,0,160981,0,4,1,4,12,48653,69,0,1,8147,75,8000,2,2,2,5,26830,0,101.8,0,0,155,165,16,12,2,16,38,11,38,0,1,1,1,3,14,1,5,1,6,0,0,0,1,90.5,100,0,0,197087,56800,8000,80287,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,11.31,875.9,B,B3,,< 1 year,MORTGAGE,136000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,480xx,MI,15.41,0,Apr-06,0,72,,12,0,34283,81,22,w,38997.5,38997.5,1714.1,1714.1,1002.5,711.6,0,0,0,Feb-19,875.9,Mar-19,Feb-19,0,,1,Individual,,,,0,0,149597,1,2,0,1,14,27860,66,2,2,9618,73,42300,0,0,0,3,12466,2589,89.6,0,0,123,132,1,1,3,40,,15,,0,3,8,4,8,5,9,14,8,12,0,0,0,2,86.4,75,0,0,179159,62143,25000,42409,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,24000,24000,24000, 60 months,27.27,736.73,E,E5,Firefighter/captain,10+ years,MORTGAGE,140000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,977xx,OR,23.92,0,Feb-99,0,74,,17,0,12382,63.5,39,w,23612.99,23612.99,1418.92,1418.92,387.01,1031.91,0,0,0,Feb-19,736.73,Mar-19,Feb-19,0,,1,Joint App,165000,23.32,Not Verified,0,0,473236,1,6,2,7,3,112256,70,1,3,2792,69,19500,4,14,8,13,27837,8,99.7,0,0,238,149,12,3,4,24,,7,,0,1,7,1,3,19,8,16,7,17,0,0,0,3,97.4,100,0,0,544316,124638,2800,156323,47875,Mar-05,0,4,13,78.8,2,8,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000, 36 months,11.31,920.81,B,B3,Executive Administrative Assistant,5 years,RENT,82000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,921xx,CA,14.4,0,Dec-09,0,,,15,0,27713,43.9,26,w,26679.99,26679.99,1815.23,1815.23,1320.01,495.22,0,0,0,Feb-19,920.81,Mar-19,Feb-19,0,,1,Individual,,,,0,0,85157,0,1,1,3,7,57444,52,1,2,6392,45,63100,0,2,0,5,5677,28865,46.1,0,0,67,108,8,7,0,8,,,,0,10,11,11,11,6,13,20,12,15,0,0,0,2,100,27.3,0,0,123978,85157,53600,60878,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7075,7075,7075, 36 months,23.4,275.35,E,E1,,n/a,RENT,19200,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,633xx,MO,30.34,0,Apr-05,0,65,,9,0,7098,71,13,w,6797.55,6797.55,536.9,536.9,277.45,259.45,0,0,0,Feb-19,275.35,Mar-19,Feb-19,0,,1,Individual,,,,0,0,11000,0,1,0,0,53,3902,34,1,3,2179,51,10000,0,0,1,3,1375,470,88.3,0,0,147,164,9,9,0,26,,9,65,0,3,7,3,3,2,7,10,7,9,0,0,0,1,92.3,66.7,0,0,21492,11000,4000,11492,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1000,1000,1000, 36 months,23.4,38.92,E,E1,,n/a,RENT,29000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,559xx,MN,12.91,0,Nov-86,0,,,2,0,107,35.7,7,w,960.78,960.78,75.89,75.89,39.22,36.67,0,0,0,Feb-19,38.92,Mar-19,Feb-19,0,,1,Individual,,,,0,0,16609,0,1,1,1,8,16502,93,1,1,107,92,300,4,3,6,2,8305,193,35.7,0,0,129,385,9,8,1,9,,8,,0,1,1,1,1,2,1,4,1,2,0,0,0,2,100,0,0,0,18026,16609,300,17726,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5400,5400,5400, 36 months,14.47,185.8,C,C2,Shift Supervisor,2 years,MORTGAGE,25000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,731xx,OK,9.46,2,Jan-04,0,19,,5,0,3946,34.9,5,w,5157.17,5157.17,365.09,365.09,242.83,122.26,0,0,0,Feb-19,185.8,Mar-19,Feb-19,0,,1,Individual,,,,0,0,4135,0,1,0,1,22,189,14,1,1,1897,33,11300,0,1,0,2,827,7354,34.9,0,0,22,179,11,11,0,11,19,21,19,0,3,3,4,4,1,4,4,3,5,0,0,0,1,60,75,0,0,12700,4135,11300,1400,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,19.92,371.23,D,D3,,n/a,OWN,17440,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,380xx,TN,39.5,0,Nov-02,1,,,9,0,4827,20.7,12,w,9586.13,9586.13,725.86,725.86,413.87,311.99,0,0,0,Feb-19,371.23,Mar-19,Feb-19,0,,1,Individual,,,,0,0,22504,2,2,1,2,7,17677,71,5,5,1576,47,23300,1,0,6,7,2500,11185,22.9,0,0,138,193,0,0,0,4,,0,,0,4,6,4,4,3,7,9,6,9,0,0,0,6,100,0,0,0,48113,22504,14500,24813,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,14.47,344.07,C,C2,Workforce Analyst,7 years,RENT,90000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,431xx,OH,16.07,1,Sep-94,1,1,,20,0,13007,38,31,w,9776.51,9776.51,336.03,336.03,223.49,112.54,0,0,0,Feb-19,348.09,Mar-19,Feb-19,0,76,1,Individual,,,,0,1044,161935,4,5,2,4,3,148928,92,2,6,4181,69,34200,4,2,5,10,8097,3221,58.2,0,0,291,80,4,3,0,18,,4,1,1,2,13,3,3,16,15,15,13,20,0,0,0,4,93.3,0,0,0,177829,161935,7700,143629,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,25000,25000,25000, 36 months,16.91,890.2,C,C5,Captain,3 years,RENT,67000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,671xx,KS,13.18,0,Aug-96,3,46,,16,0,17053,29.3,20,w,23916.6,23916.6,1745.17,1745.17,1083.4,661.77,0,0,0,Feb-19,890.2,Mar-19,Feb-19,0,46,1,Individual,,,,0,0,23438,4,0,0,1,15,6385,78,5,10,4796,35,58200,1,1,3,11,1465,25347,40.2,0,0,162,268,1,1,1,1,,2,79,2,9,9,10,10,2,15,17,9,16,0,0,0,5,89.5,10,0,0,66400,23438,42400,8200,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,6.46,183.79,A,A1,Senior manager,3 years,RENT,27000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,951xx,CA,7.64,0,Aug-04,0,68,,4,0,4601,55.4,6,w,5696.2,5696.2,350.36,350.36,303.8,46.56,0,0,0,Feb-19,183.79,Mar-19,Feb-19,0,68,1,Individual,,,,0,0,4601,1,0,0,0,,0,,1,1,1929,55,8300,0,0,1,1,1150,2163,65.7,0,0,,172,3,3,0,38,68,10,68,1,3,4,3,5,0,4,6,4,4,0,0,0,1,83.3,33.3,0,0,8300,4601,6300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,7000,7000,7000, 36 months,10.33,226.96,B,B1,Reference/YA Librarian,3 years,RENT,45581,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,018xx,MA,17.4,0,Mar-00,0,,,8,0,15786,92.9,19,w,6665.16,6665.16,447.89,447.89,334.84,113.05,0,0,0,Feb-19,226.96,Mar-19,Feb-19,0,,1,Individual,,,,0,0,103678,1,4,0,0,51,87892,107,1,1,3314,104,17000,0,2,0,1,12960,470,92.8,0,0,189,225,6,6,0,25,,,,0,2,3,2,5,8,4,11,3,8,0,0,0,1,100,100,0,0,99299,103678,6500,82299,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,30000,30000,30000, 60 months,12.98,682.29,B,B5,Senior Software Engineer,2 years,MORTGAGE,113000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,483xx,MI,16.26,0,Jun-15,1,,,11,0,22389,37.6,14,w,29280.55,29280.55,1332.13,1332.13,719.45,612.68,0,0,0,Feb-19,682.29,Mar-19,Feb-19,0,,1,Individual,,,,0,0,38209,1,2,0,1,24,15820,34,1,5,6438,36,59500,3,0,3,6,3474,34065,38.8,0,0,42,37,6,6,0,6,,0,,0,5,6,8,9,2,9,11,6,11,0,0,0,1,100,0,0,0,105874,38209,55700,46374,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,5000,5000,5000, 36 months,16.14,176.14,C,C4,Software Consultant,6 years,RENT,110000,Not Verified,Dec-18,Current,n,,,other,Other,088xx,NJ,8.47,0,Apr-13,1,,,4,0,25384,91,5,w,4780.76,4780.76,345.56,345.56,219.24,126.32,0,0,0,Feb-19,176.14,Mar-19,Feb-19,0,,1,Individual,,,,0,0,27102,0,1,0,0,40,1718,34,0,1,12774,91,28000,0,0,1,1,6775,9333,91,0,0,57,68,19,19,0,19,,0,,0,3,3,3,3,2,3,3,2,4,,0,0,0,100,66.7,0,0,33000,27102,28000,5000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,15.02,520.13,C,C3,Financial Planner,10+ years,MORTGAGE,175000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,070xx,NJ,17.02,2,Sep-00,0,18,,17,0,45308,66.5,27,w,14331.08,14331.08,1021.48,1021.48,668.92,352.56,0,0,0,Feb-19,520.13,Mar-19,Feb-19,0,,1,Individual,,,,0,0,331195,1,2,0,1,23,24965,42,1,4,17479,53,68100,0,1,0,5,19482,11804,78.6,0,0,119,219,5,5,1,5,18,19,18,0,8,9,9,11,4,13,21,9,17,0,0,0,1,92.3,66.7,0,0,445819,75240,55100,59450,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,13.56,345.62,C,C1,"Manager, Patient Finance",4 years,MORTGAGE,75000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,270xx,NC,11.79,0,Apr-01,1,,66,15,1,1866,3.5,51,w,14645.77,14645.77,674.29,674.29,354.23,320.06,0,0,0,Feb-19,345.62,Mar-19,Feb-19,0,,1,Individual,,,,0,0,102287,1,4,1,5,7,100421,90,2,4,623,40,53500,1,1,2,9,7306,12777,4.6,0,0,162,212,4,4,6,4,,5,,0,1,2,4,12,22,11,23,2,13,0,0,0,3,100,0,1,0,154946,102287,13400,101446,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,14.47,688.13,C,C2,bus driver,4 years,OWN,52000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,681xx,NE,30.65,1,Jun-79,2,15,,6,0,15048,73,22,w,19100.68,19100.68,1287.83,1287.83,899.32,388.51,0,0,0,Feb-19,688.13,Mar-19,Feb-19,0,,1,Individual,,,,0,0,33157,0,2,1,1,8,18109,44,1,2,8628,73,20700,1,1,4,3,5526,5175,73,0,0,141,474,10,8,0,10,15,1,15,0,4,4,11,12,8,4,14,4,6,,0,0,2,95,50,0,0,61699,33157,20700,40999,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20400,20400,20400, 60 months,10.33,436.76,B,B1,Bakery Manager,10+ years,MORTGAGE,140000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,815xx,CO,5.04,0,Dec-89,0,,,13,0,6516,9,27,w,19875.45,19875.45,855.96,855.96,524.55,331.41,0,0,0,Feb-19,436.76,Mar-19,Feb-19,0,,1,Joint App,240000,3.17,Not Verified,0,0,430872,2,1,1,2,10,15561,92,2,2,2779,25,72200,0,5,1,6,33144,40101,8.9,0,0,121,348,2,2,4,2,,11,,0,2,4,6,8,8,11,15,4,13,0,0,0,4,100,0,0,0,504296,22077,44000,16896,7957,Jun-02,0,4,9,13.3,1,9,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,12.98,454.86,B,B5,Esthetician ,< 1 year,RENT,40000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,945xx,CA,27.54,0,Jul-05,0,,,10,0,8671,36.9,14,w,19520.36,19520.36,844.83,844.83,479.64,365.19,0,0,0,Feb-19,454.86,Mar-19,Feb-19,0,,1,Joint App,104000,15.44,Source Verified,0,0,244925,1,2,1,2,10,20432,75,2,3,5978,57,23500,1,2,2,5,24493,7508,53.1,0,0,143,161,1,1,2,13,,10,,1,2,3,2,2,4,7,8,3,10,0,0,0,3,92.9,50,0,0,278909,29103,16000,27409,16728,Jan-09,1,0,9,47.7,2,8,0,0,20,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8425,8425,8425, 36 months,27.27,345.18,E,E5,Senior Director Risk Management,3 years,MORTGAGE,450000,Verified,Dec-18,Fully Paid,n,,,credit_card,Credit card refinancing,020xx,MA,12.37,0,Oct-97,0,,,21,0,36812,65.7,37,w,0,0,8735.148975,8735.15,8425,310.15,0,0,0,Feb-19,8754.3,,Feb-19,0,,1,Joint App,515000,16.47,Not Verified,0,0,690320,0,6,1,6,12,152382,70,1,4,9744,68,56000,7,0,5,10,34516,11632,74.6,0,0,254,89,12,12,4,18,,4,,0,6,8,8,10,16,13,17,8,21,0,0,0,2,100,50,0,0,768304,189194,45800,189054,141905,Jun-13,0,1,4,77.4,1,4,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000, 36 months,16.91,747.77,C,C5,,< 1 year,OWN,68000,Not Verified,Dec-18,Current,n,,,house,Home buying,347xx,FL,9.16,0,Aug-00,0,35,,6,0,890,19.8,14,w,20092.28,20092.28,1465.95,1465.95,907.72,558.23,0,0,0,Feb-19,747.77,Mar-19,Feb-19,0,37,1,Individual,,,,0,0,31650,1,4,1,1,11,30760,80,1,2,628,74,4500,1,1,2,3,5275,3610,19.8,0,0,220,41,1,1,0,1,35,2,35,4,2,2,2,3,10,2,4,2,6,0,0,0,2,64.3,0,0,0,43057,31650,4500,38557,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,14.47,344.07,C,C2,Software Engineer,8 years,MORTGAGE,143000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,787xx,TX,24.53,0,Aug-87,0,34,,16,0,44047,72.9,23,w,9550.33,9550.33,676.08,676.08,449.67,226.41,0,0,0,Feb-19,344.07,Mar-19,Feb-19,0,75,1,Individual,,,,0,0,302748,2,3,0,1,15,35243,51,4,8,14714,62,60400,2,2,2,9,18922,5026,87.9,0,0,193,376,2,2,2,2,34,8,34,1,7,10,8,10,5,12,16,10,16,0,0,0,4,90.5,37.5,0,0,368908,79290,41400,68508,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 36 months,15.02,520.13,C,C3,,n/a,MORTGAGE,42000,Verified,Dec-18,Current,n,,,home_improvement,Home improvement,232xx,VA,12.17,2,Jul-07,1,9,,5,0,5905,74,8,w,14331.08,14331.08,1021.48,1021.48,668.92,352.56,0,0,0,Feb-19,520.13,Mar-19,Feb-19,0,,1,Individual,,,,0,0,28520,1,1,0,1,18,5845,84,2,2,5905,74,8000,0,2,2,3,5704,2667,74,0,0,137,84,1,1,1,1,12,1,12,0,3,3,2,3,4,3,3,1,5,,0,0,2,75,33.3,0,0,67397,11750,8000,7000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 60 months,13.56,552.98,C,C1,Manager,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,480xx,MI,15.54,0,Oct-08,0,,,18,0,21322,53.8,19,w,23433.26,23433.26,1078.84,1078.84,566.74,512.1,0,0,0,Feb-19,552.98,Mar-19,Feb-19,0,,1,Individual,,,,0,94,28019,0,1,0,0,39,6697,45,0,1,6690,51,39600,0,0,0,1,1557,5309,80,0,0,39,122,15,15,0,29,,,,0,9,11,10,11,1,17,18,11,18,0,0,0,0,100,50,0,0,54600,28019,26500,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,14.47,352.69,C,C2,"VP, Solutions Management",9 years,RENT,280000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,16.15,0,Jul-91,0,,,15,0,145631,85,18,w,14654.3,14654.3,687.29,687.29,345.7,341.59,0,0,0,Feb-19,352.69,Mar-19,Feb-19,0,,1,Individual,,,,0,0,353087,0,1,1,1,11,8105,72,2,4,15981,85,170400,0,0,1,5,23539,4422,99,0,0,133,295,11,11,2,11,,11,,0,9,12,10,10,2,12,14,12,15,,0,0,3,100,100,0,0,439690,92505,39800,11223,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,10.72,163.04,B,B2,Teacher,5 years,OWN,72000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,906xx,CA,11.42,0,Apr-88,1,81,,9,0,8908,46.9,21,w,4762.2,4762.2,321.61,321.61,237.8,83.81,0,0,0,Feb-19,163.04,Mar-19,Feb-19,0,,1,Individual,,,,0,0,17039,0,1,1,1,11,8131,67,1,5,2067,55,19000,1,0,2,6,1893,4757,49.4,0,0,135,368,9,9,0,9,,2,81,0,4,5,4,5,7,8,14,5,9,0,0,0,2,95.2,25,0,0,31197,17039,9400,12197,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 60 months,20.89,809.75,D,D4,PRIVATE CLIENT BANKER,2 years,RENT,120000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,912xx,CA,5.89,0,Oct-14,0,,,7,0,15630,59.9,9,w,29420,29420,1567.28,1567.28,580,987.28,0,0,0,Feb-19,809.75,Mar-19,Feb-19,0,,1,Individual,,,,0,0,25284,1,1,2,2,8,9654,97,2,3,5994,70,26100,1,1,1,5,3612,9765,59.8,0,0,8,50,1,1,0,12,,8,,0,5,6,5,6,2,6,7,6,7,0,0,0,4,100,20,0,0,36100,25284,24300,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,19.92,925.73,D,D3,OPERATOR,10+ years,MORTGAGE,68000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,309xx,GA,50.67,0,Nov-06,0,,,15,0,21426,72.4,19,w,34304.82,34304.82,1793.36,1793.36,695.18,1098.18,0,0,0,Feb-19,925.73,Mar-19,Feb-19,0,,1,Joint App,142000,33.2,Verified,0,0,386561,0,3,0,3,15,117426,74,1,8,4815,73,29600,3,3,2,11,25771,6686,72.9,0,0,46,145,10,10,1,13,,0,,0,9,11,9,10,5,11,13,11,15,0,0,0,1,100,33.3,0,0,432156,138852,24700,140677,55728,Feb-99,0,0,15,45.5,5,15,0,0,46,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,10.33,97.27,B,B1,Driver,7 years,RENT,40000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,493xx,MI,10.68,0,Oct-14,1,,67,3,1,3092,44.2,5,w,2856.49,2856.49,191.96,191.96,143.51,48.45,0,0,0,Feb-19,97.27,Mar-19,Feb-19,0,,1,Individual,,,,0,0,12563,2,1,2,3,4,9471,95,0,0,3049,74,7000,4,2,2,3,4188,3908,44.2,0,0,13,50,46,4,0,46,,0,,0,2,2,2,2,3,2,2,2,3,0,0,0,2,100,0,1,0,17000,12563,7000,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,1000,1000,975, 36 months,6.46,30.64,A,A1,Service Consultant ,3 years,MORTGAGE,49989,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,280xx,NC,15.43,0,Jul-02,0,39,,4,0,3257,88,12,f,949.35,925.62,60.74,59.22,50.65,10.09,0,0,0,Feb-19,30.64,Mar-19,Feb-19,0,49,1,Individual,,,,0,0,88884,1,1,0,0,75,2252,7,1,2,2941,14,3700,0,1,0,2,22221,59,98,0,0,75,197,2,2,2,16,58,16,45,4,1,2,1,4,1,2,9,2,4,0,0,0,1,33.3,100,0,0,160996,5509,3000,34806,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 60 months,14.47,235.13,C,C2,Teacher,5 years,RENT,66931,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,9.07,0,Sep-09,1,25,,13,0,11136,37.5,26,w,9769.53,9769.53,458.2,458.2,230.47,227.73,0,0,0,Feb-19,235.13,Mar-19,Feb-19,0,25,1,Individual,,,,0,0,43571,1,1,0,1,24,32435,97,2,4,5080,69,29700,0,0,1,5,3352,12164,47.8,0,0,111,90,5,5,0,5,25,5,25,0,4,4,5,5,14,12,12,4,13,0,0,0,2,88.5,40,0,0,63079,43571,23300,33379,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,5000,5000,5000, 36 months,11.31,164.43,B,B3,,n/a,RENT,13000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,159xx,PA,14.59,0,May-10,1,,,3,0,3931,57.8,3,w,4764.28,4764.28,324.15,324.15,235.72,88.43,0,0,0,Feb-19,164.43,Mar-19,Feb-19,0,,1,Individual,,,,0,0,3931,1,0,0,0,,0,,1,1,471,58,6800,0,0,1,1,1310,29,94.2,0,0,,103,5,5,0,103,,5,,0,1,3,1,1,0,3,3,3,3,0,0,0,1,100,100,0,0,6800,3931,500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,16500,16500,16500, 60 months,17.97,418.73,D,D1,case manager ,5 years,MORTGAGE,37000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,775xx,TX,52.09,0,Oct-01,1,,,9,0,10606,82.9,18,w,16328.35,16328.35,435.21,435.21,171.65,263.56,0,0,0,Feb-19,459.92,Mar-19,Feb-19,0,,1,Joint App,75000,31.6,,0,818,120121,1,3,0,1,19,70500,44,1,3,3130,57,12800,0,1,1,4,13347,726,90.7,0,0,206,134,3,3,1,15,,1,,0,3,5,3,4,8,5,9,5,9,0,0,0,1,100,100,0,0,155305,81106,7800,94643,18602,Jan-05,1,1,8,86.6,2,8,0,0,46,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6000,6000,6000, 36 months,15.02,208.06,C,C3,Shift Supervisor,5 years,MORTGAGE,30000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,17.48,0,Oct-14,2,,,16,0,5323,11.9,19,w,5732.42,5732.42,408.61,408.61,267.58,141.03,0,0,0,Feb-19,208.06,Mar-19,Feb-19,0,,1,Individual,,,,0,0,12739,2,1,1,2,4,7416,95,3,5,1662,24,44600,2,0,3,7,796,16153,22.3,0,0,22,50,2,2,0,2,,2,,0,5,7,6,6,2,15,17,7,16,0,0,0,4,100,0,0,0,52400,12739,20800,7800,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,12.98,796,B,B5,Sr. Vice President -Risk Manager,7 years,MORTGAGE,211646,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,797xx,TX,15.09,0,Sep-85,0,77,,13,0,55944,74.9,39,w,34160.65,34160.65,1554.14,1554.14,839.35,714.79,0,0,0,Feb-19,796,Mar-19,Feb-19,0,,1,Joint App,272421,15.89,Source Verified,0,0,420931,1,3,1,2,5,26570,51,0,2,24795,65,74700,1,6,1,4,32379,8677,85.5,0,0,152,399,21,5,6,21,77,12,77,0,6,8,6,11,14,9,19,8,13,0,0,0,1,97.4,66.7,0,0,516204,82514,59700,51904,88364,Sep-85,0,6,19,53.4,2,29,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
